outcome	auroc	auprc	n_pos_windows	n_neg_windows
RELEASE_EVENT	0.5333333333333332	0.32051282051282054	3	10
ACIDOSIS_EVENT			0	13
ACUTE_RESPIRATORY_DISORDER_EVENT			0	13
CARDIO-VASCULAR_DISORDER_EVENT			0	13
DEATH_EVENT			2	11
DISGLYCEMIA_EVENT_Hyperglycemia			1	12
DISGLYCEMIA_EVENT_Hypoglycemia			0	13
HYPEROSMOLALITY_EVENT			0	13
INFECTION_EVENT			0	13
KETOACIDOSIS_EVENT			0	13
KIDNEY_COMPLICATION_EVENT			0	13
NEUROVASCULAR_COMPLICATION_EVENT			0	13
RETINOPATHY_EVENT			0	13
